name	species	breed	breedIndividual	gender	age	size	headType	stimOnOff	duration
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	365
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	222
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	115
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1726
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	656
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	3102
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	4945
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1535
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	107
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	6485
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	917
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1072
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	237
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	307
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	92
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	199
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	3560
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	95
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1518
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	3844
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1101
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	6591
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	54
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1222
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	3503
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1763
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	102
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	6467
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	886
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	178
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	3637
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	196
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1335
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1383
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	90
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	6507
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	153
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1964
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	133
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1047
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	449
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	on	1025
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog1	dog	Rhodesian Ridgeback	Rhodesian Ridgeback 1	m	6	L	Mesocephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	6646
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	432
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	411
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	6553
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	5529
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	2561
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	336
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	176
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	4932
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	3294
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	1975
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	426
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	916
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	280
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	1689
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	4243
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	866
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	5600
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	995
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	off	NA
dog2	dog	Akita Inu	Akita Inu	f	8	L	Brachycephalic	on	500
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1322
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	592
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	714
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	2043
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1159
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	878
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	317
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1556
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	2346
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	2338
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	232
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1133
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	204
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	231
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	3509
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1221
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1510
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	299
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1685
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1011
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	534
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	171
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	793
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	307
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	2294
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	3215
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	401
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	239
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	224
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	126
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1655
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	501
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	501
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	901
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1637
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	733
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1082
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1925
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1687
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	516
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	397
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1245
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	492
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	361
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	532
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	814
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1646
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	374
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	165
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1882
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	2434
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	306
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	3085
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	719
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	2762
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	447
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	197
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	277
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	1147
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	518
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	119
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	2132
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	on	614
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog15	dog	Border Collie	Border Collie 1	f	6	M	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	on	6718
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	on	5536
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	on	6623
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	on	3047
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	on	3078
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	on	1001
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	on	5306
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	on	2734
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	on	3837
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	on	602
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
dog3	dog	Parson Russell Terrier	Parson Russell Terrier	m	5	S	Mesocephalic	off	NA
